Performer,years_on_charts,url,WeekID,Week Position,Song,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_album,spotify_track_explicit,spotify_track_duration_ms,spotify_track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,month,day,year,artist,gender
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1974-12-28,12/28/1974,31,Ain't Too Proud To Beg,Ain't Too Proud To BegThe Rolling Stones,1,17.0,17,8,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",657o30OsXhfnfi3IoWHprm,,It's Only Rock 'N' Roll (2009 Re-Mastered),0.0,210560.0,38.0,0.59,0.893,4.0,-4.578,1.0,0.0519,0.668,0.0392,0.44,0.909,128.667,4.0,12,28,1974,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1979-02-03,2/3/1979,31,Shattered,ShatteredThe Rolling Stones,1,32.0,31,8,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",0FfZBWDv7p63yj6oh2I2PS,,Some Girls,0.0,226800.0,53.0,0.734,0.952,4.0,-2.58,1.0,0.127,0.454,5.48e-05,0.119,0.74,140.368,4.0,2,3,1979,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1986-07-05,7/5/1986,33,One Hit (To The Body),One Hit (To The Body)The Rolling Stones,1,28.0,28,8,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",32wMZselVhTIaaE3F9txyJ,,Dirty Work (Remastered 2009),0.0,283893.0,41.0,0.587,0.962,11.0,-3.734,0.0,0.102,0.143,4.9e-05,0.644,0.636,138.375,4.0,7,5,1986,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1981-08-22,8/22/1981,61,Start Me Up,Start Me UpThe Rolling Stones,1,,61,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",7HKez549fwJQDzx3zLjHKC,,Tattoo You (2009 Re-Mastered),0.0,213066.0,77.0,0.638,0.928,5.0,-4.078,1.0,0.0388,0.0531,0.11,0.0875,0.966,122.428,4.0,8,22,1981,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1965-06-12,6/12/1965,67,(I Can't Get No) Satisfaction,(I Can't Get No) SatisfactionThe Rolling Stones,1,,67,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",2PzU4IB8Dr6mxV3lHuaG34,,Out Of Our Heads,0.0,222813.0,78.0,0.725,0.853,2.0,-7.842,1.0,0.0353,0.0348,0.127,0.196,0.904,136.282,4.0,6,12,1965,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1994-12-24,12/24/1994,77,Out Of Tears,Out Of TearsThe Rolling Stones,1,77.0,60,11,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",3mP4j0qZkutkxDN4zgbtnA,,Voodoo Lounge (Remastered 2009),0.0,327600.0,41.0,0.383,0.476,2.0,-7.008,1.0,0.0302,0.399,0.00139,0.131,0.15,142.603,4.0,12,24,1994,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1980-07-05,7/5/1980,33,Emotional Rescue,Emotional RescueThe Rolling Stones,1,,33,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",5IATbFZds3cbOx8YxuMuko,,Emotional Rescue (2009 Re-Mastered),0.0,339400.0,56.0,0.68,0.616,10.0,-5.515,1.0,0.0664,0.113,0.0853,0.0379,0.8,113.412,4.0,7,5,1980,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1966-10-08,10/8/1966,40,"Have You Seen Your Mother, Baby, Standing In The Shadow?","Have You Seen Your Mother, Baby, Standing In The Shadow?The Rolling Stones",1,,40,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",31vgSRfK5YOGSCAfj6zPAS,,Flowers,0.0,154000.0,42.0,0.373,0.834,7.0,-5.49,1.0,0.0366,0.283,0.769,0.235,0.486,100.54,4.0,10,8,1966,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1986-03-15,3/15/1986,47,Harlem Shuffle,Harlem ShuffleThe Rolling Stones,1,,47,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",2StkuotzPgX5FpSjMpTvlw,,Dirty Work (Remastered 2009),0.0,204426.0,47.0,0.746,0.946,2.0,-3.389,1.0,0.0899,0.101,0.0636,0.32,0.75,121.74,4.0,3,15,1986,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1989-09-02,9/2/1989,47,Mixed Emotions,Mixed EmotionsThe Rolling Stones,1,,47,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",6fKQblT3h0U2ydiDbnsyfa,,Steel Wheels (Remastered 2009),0.0,278106.0,45.0,0.497,0.947,7.0,-4.16,1.0,0.0441,0.15,0.000652,0.824,0.824,137.089,4.0,9,2,1989,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1968-06-08,6/8/1968,62,Jumpin' Jack Flash,Jumpin' Jack FlashThe Rolling Stones,1,,62,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",55LRDFmsuazr533WrtHHW9,,The Rolling Stones In Mono (Remastered 2016),0.0,219466.0,66.0,0.596,0.901,3.0,-7.373,1.0,0.0482,0.0362,0.749,0.0698,0.621,137.359,4.0,6,8,1968,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1967-10-28,10/28/1967,39,Dandelion,DandelionThe Rolling Stones,1,25.0,14,8,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",68vs9rfQBpkn1EDgC0nBTJ,,More Hot Rocks (Big Hits & Fazed Cookies),0.0,212293.0,23.0,0.467,0.768,5.0,-7.623,1.0,0.0334,0.199,0.0,0.346,0.66,115.398,4.0,10,28,1967,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1990-03-31,3/31/1990,75,Almost Hear You Sigh,Almost Hear You SighThe Rolling Stones,1,61.0,50,8,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",2r41JRUZ5Cjcx98ARVI0vo,,Steel Wheels (Remastered 2009),0.0,277466.0,44.0,0.667,0.795,1.0,-5.278,0.0,0.023,0.341,0.000428,0.0944,0.79,102.335,4.0,3,31,1990,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1973-11-24,11/24/1973,11,Angie,AngieThe Rolling Stones,1,8.0,1,12,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",1GcVa4jFySlun4jLSuMhiq,,Goats Head Soup (Remastered 2009),0.0,272000.0,73.0,0.438,0.541,9.0,-6.012,0.0,0.0294,0.725,0.000191,0.102,0.396,136.224,4.0,11,24,1973,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1967-12-30,12/30/1967,77,She's A Rainbow,She's A RainbowThe Rolling Stones,1,,77,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",6gKAjxAV0LvphJD1F54L9w,,More Hot Rocks (Big Hits & Fazed Cookies),0.0,251760.0,56.0,0.46,0.78,10.0,-8.991,1.0,0.0409,0.456,0.00571,0.343,0.567,109.389,4.0,12,30,1967,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1967-01-21,1/21/1967,78,Ruby Tuesday,Ruby TuesdayThe Rolling Stones,1,,78,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",4hupcimlg3UBbW1kAQ6vrT,,Between The Buttons,0.0,196493.0,64.0,0.518,0.543,0.0,-10.766,1.0,0.0297,0.834,0.0,0.2,0.579,104.528,4.0,1,21,1967,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1984-02-04,2/4/1984,83,She Was Hot,She Was HotThe Rolling Stones,1,,83,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",7hUlZfirjFpQwzoE5GFwyL,,Undercover (2009 Re-Mastered),0.0,281173.0,33.0,0.481,0.969,7.0,-4.253,1.0,0.0643,0.0383,0.0653,0.106,0.686,153.088,4.0,2,4,1984,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1968-09-07,9/7/1968,84,Street Fighting Man,Street Fighting ManThe Rolling Stones,1,,84,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",7EXgO1bRnEArE58rtrgMWB,,Beggars Banquet (50th Anniversary Edition),0.0,195146.0,59.0,0.583,0.855,0.0,-7.213,1.0,0.0333,0.1,0.0177,0.262,0.69,128.178,4.0,9,7,1968,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1976-04-24,4/24/1976,63,Fool To Cry,Fool To CryThe Rolling Stones,1,,63,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",3T8dfE0azJUmXJA3QlmiZ5,,Black And Blue (Remastered 2009),0.0,305400.0,55.0,0.412,0.463,5.0,-7.316,1.0,0.0523,0.898,0.117,0.111,0.268,68.125,4.0,4,24,1976,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1976-06-26,6/26/1976,63,Hot Stuff/fool To Cry,Hot Stuff/fool To CryThe Rolling Stones,1,,63,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",,,,,,,,,,,,,,,,,,,6,26,1976,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1965-10-09,10/9/1965,64,Get Off Of My Cloud,Get Off Of My CloudThe Rolling Stones,1,,64,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",263Iuyk08ks1v6FIudUIGD,,December’s Children (And Everybody’s),0.0,175080.0,56.0,0.579,0.877,4.0,-8.83,1.0,0.0488,0.0289,0.571,0.0656,0.9,126.336,4.0,10,9,1965,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1982-06-12,6/12/1982,66,Going To A Go-Go,Going To A Go-GoThe Rolling Stones,1,,66,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",,,,,,,,,,,,,,,,,,,6,12,1982,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1972-07-15,7/15/1972,69,Happy,HappyThe Rolling Stones,1,,69,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",5fXRPS1tp70DbqsBZVyG4e,,Exile On Main Street (Deluxe Version),0.0,184626.0,53.0,0.555,0.897,4.0,-3.469,1.0,0.0293,0.361,0.94,0.536,0.965,131.712,4.0,7,15,1972,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1966-07-09,7/9/1966,70,Mothers Little Helper,Mothers Little HelperThe Rolling Stones,1,,70,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",44xykY61s1aKsgf40A5cyI,,Aftermath (UK Version),0.0,164893.0,56.0,0.324,0.532,4.0,-11.547,0.0,0.0447,0.0157,7.67e-06,0.195,0.702,203.536,4.0,7,9,1966,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1978-05-27,5/27/1978,76,Miss You,Miss YouThe Rolling Stones,1,,76,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",3hJLKtTpgct9Y9wKww0BiR,,Some Girls,0.0,288666.0,68.0,0.803,0.725,9.0,-4.726,0.0,0.0432,0.462,0.0137,0.46,0.785,109.7,4.0,5,27,1978,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1965-01-09,1/9/1965,77,Heart Of Stone,Heart Of StoneThe Rolling Stones,1,,77,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",6HDakUMdK2KcQZZ4TwyAbB,,Hot Rocks (1964-1971),0.0,169106.0,34.0,0.383,0.584,0.0,-11.181,1.0,0.0367,0.198,0.0182,0.142,0.557,185.961,3.0,1,9,1965,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1982-03-20,3/20/1982,78,Hang Fire,Hang FireThe Rolling Stones,1,,78,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",5HcTLesmMaPr0CkwdbtK0o,,Tattoo You (2009 Re-Mastered),0.0,141093.0,44.0,0.514,0.912,9.0,-4.238,1.0,0.0371,0.0476,0.00139,0.31,0.948,76.153,4.0,3,20,1982,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1969-07-19,7/19/1969,79,Honky Tonk Women,Honky Tonk WomenThe Rolling Stones,1,,79,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",3RZMzCvYsmJ0u2ioKTOsmJ,,Hot Rocks (1964-1971),0.0,179386.0,68.0,0.562,0.768,7.0,-6.613,1.0,0.0606,0.381,0.03,0.168,0.966,119.544,4.0,7,19,1969,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1966-07-23,7/23/1966,83,Lady Jane,Lady JaneThe Rolling Stones,1,,83,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",19kAUW6NMzgDHKT19s7782,,Aftermath,0.0,188080.0,47.0,0.602,0.303,7.0,-16.367,1.0,0.0321,0.479,4.16e-05,0.0837,0.286,103.277,4.0,7,23,1966,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1974-01-12,1/12/1974,83,Doo Doo Doo Doo Doo (heartbreaker),Doo Doo Doo Doo Doo (heartbreaker)The Rolling Stones,1,,83,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",0f7VY69zhtS20Xm5PVYCm5,,Goats Head Soup (Remastered 2009),0.0,206466.0,54.0,0.445,0.821,0.0,-4.442,1.0,0.0331,0.0827,0.238,0.0832,0.598,111.215,4.0,1,12,1974,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1975-06-14,6/14/1975,84,I Don't Know Why,I Don't Know WhyThe Rolling Stones,1,,84,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",4Fo647WpC9gj1BadFxCgKI,,Metamorphosis,0.0,180600.0,25.0,0.447,0.539,1.0,-9.94,1.0,0.0352,0.357,0.000967,0.324,0.156,92.72,4.0,6,14,1975,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1967-01-21,1/21/1967,85,Let's Spend The Night Together,Let's Spend The Night TogetherThe Rolling Stones,1,,85,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",2FkBzncOXWo7pnN8oqm7Wx,,Flowers,0.0,215760.0,51.0,0.566,0.795,7.0,-7.755,1.0,0.0498,0.689,0.0,0.249,0.572,140.859,4.0,1,21,1967,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1974-08-03,8/3/1974,94,It's Only Rock 'N Roll (But I Like It),It's Only Rock 'N Roll (But I Like It)The Rolling Stones,1,,94,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",668YgsnvdNBHfRscNIBS31,,It's Only Rock 'N' Roll (2009 Re-Mastered),0.0,307440.0,57.0,0.615,0.954,9.0,-3.886,1.0,0.0476,0.499,0.00783,0.319,0.838,128.434,4.0,8,3,1974,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1991-03-09,3/9/1991,94,Highwire,HighwireThe Rolling Stones,1,,94,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",7tlbHVveasgXlT0HmHXm5Y,,Flashpoint,0.0,285573.0,30.0,0.446,0.941,7.0,-2.577,1.0,0.0455,0.025,0.000947,0.0552,0.801,126.931,4.0,3,9,1991,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1994-08-13,8/13/1994,95,Love Is Strong,Love Is StrongThe Rolling Stones,1,,95,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",3Is1ugfPG3hdFWTq15nNBV,,Voodoo Lounge (Remastered 2009),0.0,228866.0,48.0,0.536,0.86,7.0,-5.024,1.0,0.0479,0.0199,0.167,0.0619,0.532,110.162,4.0,8,13,1994,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1965-03-27,3/27/1965,79,The Last Time,The Last TimeThe Rolling Stones,1,,79,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",7foiOmd1Je7Z0D3TaZCDro,,Out Of Our Heads,0.0,221493.0,53.0,0.329,0.926,9.0,-5.146,1.0,0.0629,0.129,0.852,0.745,0.385,167.435,4.0,3,27,1965,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1975-08-23,8/23/1975,90,Out Of Time,Out Of TimeThe Rolling Stones,1,,90,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",5RFYhFsx88Ged9UNmv5ORj,,Aftermath (UK Version),0.0,336893.0,47.0,0.655,0.626,7.0,-10.756,1.0,0.0833,0.66,0.0,0.123,0.76,126.657,4.0,8,23,1975,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1998-03-07,3/7/1998,94,Saint Of Me,Saint Of MeThe Rolling Stones,1,,94,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",6OEpSYq8wdqnl01hsoQGQY,,Bridges To Babylon (Remastered),0.0,314626.0,45.0,0.68,0.912,10.0,-5.745,1.0,0.0529,0.00587,0.0944,0.0853,0.485,121.602,4.0,3,7,1998,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1965-05-22,5/22/1965,96,Play With Fire,Play With FireThe Rolling Stones,1,,96,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",30V02AmDYMRvrHE4L8cZAo,,Out Of Our Heads,0.0,133320.0,58.0,0.574,0.413,2.0,-9.548,1.0,0.0269,0.238,0.000298,0.242,0.0876,108.719,4.0,5,22,1965,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/2003-10-04,10/4/2003,97,Sympathy For The Devil (Remixes),Sympathy For The Devil (Remixes)The Rolling Stones,1,,97,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",,,,,,,,,,,,,,,,,,,10,4,2003,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1964-05-02,5/2/1964,98,Not Fade Away,Not Fade AwayThe Rolling Stones,1,,98,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",0C7w4XnkIGu11MpNWbiTLB,,England’s Newest Hitmakers,0.0,107720.0,41.0,0.75,0.826,4.0,-9.992,0.0,0.0472,0.00661,0.63,0.153,0.896,113.294,4.0,5,2,1964,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1964-07-25,7/25/1964,100,It's All Over Now,It's All Over NowThe Rolling Stones,1,,100,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",6fLTxkL2wgC40fBM6IIe7r,,12 X 5,0.0,206440.0,47.0,0.603,0.689,0.0,-10.729,1.0,0.0304,0.0239,3.27e-06,0.33,0.761,99.088,4.0,7,25,1964,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1973-04-28,4/28/1973,74,You Can't Always Get What You Want,You Can't Always Get What You WantThe Rolling Stones,1,,74,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",6lFZbCc7pn6Lme1NP7qQqQ,,Let It Bleed,0.0,448720.0,67.0,0.32,0.62,0.0,-9.686,1.0,0.0594,0.64,6.36e-05,0.253,0.472,86.327,4.0,4,28,1973,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1971-06-19,6/19/1971,85,Wild Horses,Wild HorsesThe Rolling Stones,1,,85,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",52dm9op3rbfAkc1LGXgipW,,Sticky Fingers (Remastered),0.0,341773.0,73.0,0.371,0.404,7.0,-6.452,1.0,0.0255,0.669,0.00453,0.0805,0.153,74.386,4.0,6,19,1971,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1964-10-17,10/17/1964,80,Time Is On My Side,Time Is On My SideThe Rolling Stones,1,,80,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",2jaN6NgXflZTj2z9CWcqaP,,The Rolling Stones No. 2,0.0,179133.0,54.0,0.526,0.645,5.0,-9.012,1.0,0.0375,0.294,3.13e-06,0.107,0.416,99.636,4.0,10,17,1964,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1972-04-29,4/29/1972,50,Tumbling Dice,Tumbling DiceThe Rolling Stones,1,,50,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",4hq0S6wznq7SHDyMOFXL9i,,Exile On Main Street (2010 Re-Mastered),0.0,226333.0,61.0,0.606,0.903,11.0,-4.113,1.0,0.032,0.493,0.58,0.431,0.818,110.918,4.0,4,29,1972,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1983-11-12,11/12/1983,48,Undercover Of The Night,Undercover Of The NightThe Rolling Stones,1,,48,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",4N8oxV3hvn8Efyo4yxp3LG,,Undercover (2009 Re-Mastered),0.0,273493.0,44.0,0.602,0.968,5.0,-4.398,0.0,0.175,0.0352,0.0162,0.471,0.373,122.715,4.0,11,12,1983,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1981-12-05,12/5/1981,70,Waiting On A Friend,Waiting On A FriendThe Rolling Stones,1,,70,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",4Wd9pEtEnZNDjgiswGOpJb,,Tattoo You (2009 Re-Mastered),0.0,274226.0,58.0,0.61,0.791,0.0,-5.982,1.0,0.0288,0.15,0.0288,0.43,0.911,116.946,4.0,12,5,1981,,
The Rolling Stones,26,http://www.billboard.com/charts/hot-100/1967-09-16,9/16/1967,86,We Love You,We Love YouThe Rolling Stones,1,,86,1,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",5dDPFVD26G55XYYaKIexRS,,The Rolling Stones In Mono (Remastered 2016),0.0,276960.0,44.0,0.265,0.78,4.0,-6.959,1.0,0.0392,0.00254,0.134,0.319,0.477,112.482,4.0,9,16,1967,,
Rod Stewart,25,http://www.billboard.com/charts/hot-100/1984-12-08,12/8/1984,79,Some Guys Have All The Luck,Some Guys Have All The LuckRod Stewart,1,76.0,10,16,"['adult standards', 'mellow gold', 'soft rock']",53Eqyg5eFqyuUCaSwozq4f,https://p.scdn.co/mp3-preview/508bf1003a7cf5145082e440af9ae9ae5727190f?cid=b8d3901151d34489a160e3cf0ab1fa94,Camouflage (Expanded Edition),0.0,274306.0,46.0,0.751,0.617,2.0,-15.103,1.0,0.039,0.136,2.21e-05,0.0504,0.907,126.3,4.0,12,8,1984,Rod Stewart,male
Rod Stewart,25,http://www.billboard.com/charts/hot-100/1983-07-16,7/16/1983,16,Baby Jane,Baby JaneRod Stewart,1,19.0,16,8,"['adult standards', 'mellow gold', 'soft rock']",1wrT33b6HuKlpk9ziscEUY,https://p.scdn.co/mp3-preview/879e8c3dc2abb0944436ee7ef8fda09456af6e16?cid=b8d3901151d34489a160e3cf0ab1fa94,Body Wishes,0.0,283493.0,60.0,0.641,0.796,2.0,-8.56,0.0,0.0407,0.0137,0.000115,0.358,0.727,123.229,4.0,7,16,1983,Rod Stewart,male
Rod Stewart,25,http://www.billboard.com/charts/hot-100/1998-09-12,9/12/1998,48,Ooh La La,Ooh La LaRod Stewart,1,47.0,39,11,"['adult standards', 'mellow gold', 'soft rock']",1xQeNjkcWb2at409bfedop,https://p.scdn.co/mp3-preview/8870fe914ca9ef244e92929bf13fe90b285676de?cid=b8d3901151d34489a160e3cf0ab1fa94,When We Were the New Boys (Expanded Edition),0.0,256133.0,43.0,0.405,0.681,5.0,-8.755,0.0,0.0359,0.0213,0.0,0.0748,0.598,151.235,4.0,9,12,1998,Rod Stewart,male
Rod Stewart,25,http://www.billboard.com/charts/hot-100/1978-12-23,12/23/1978,40,Da Ya Think I'm Sexy?,Da Ya Think I'm Sexy?Rod Stewart,1,,40,1,"['adult standards', 'mellow gold', 'soft rock']",4z7maGZkAonDlXlwo8q69f,https://p.scdn.co/mp3-preview/174ef5de51427b1bdd9e4eb635f47da83be727c4?cid=b8d3901151d34489a160e3cf0ab1fa94,Blondes Have More Fun,0.0,331333.0,68.0,0.715,0.689,2.0,-8.065,0.0,0.029,0.0143,0.000192,0.111,0.852,111.504,4.0,12,23,1978,Rod Stewart,male
Rod Stewart,25,http://www.billboard.com/charts/hot-100/1980-11-22,11/22/1980,50,Passion,PassionRod Stewart,1,,50,1,"['adult standards', 'mellow gold', 'soft rock']",0vZCwj0Mq5uS8GwSIYo6Y7,https://p.scdn.co/mp3-preview/54abb27b12fead5f7926e71e43424b318c31dca4?cid=b8d3901151d34489a160e3cf0ab1fa94,Foolish Behaviour,0.0,333200.0,39.0,0.692,0.525,9.0,-12.691,1.0,0.0373,0.0212,0.0019,0.0944,0.0879,103.679,4.0,11,22,1980,Rod Stewart,male
Rod Stewart,25,http://www.billboard.com/charts/hot-100/1991-03-16,3/16/1991,53,Rhythm Of My Heart,Rhythm Of My HeartRod Stewart,1,,53,1,"['adult standards', 'mellow gold', 'soft rock']",6pceknxOgA22HKs99yPEm1,https://p.scdn.co/mp3-preview/6440c7ce4a7aeb36623106943fcdda2c26a5558b?cid=b8d3901151d34489a160e3cf0ab1fa94,Vagabond Heart (Expanded Edition),0.0,254866.0,55.0,0.582,0.54,1.0,-11.021,1.0,0.0321,0.0621,0.0,0.178,0.433,94.955,4.0,3,16,1991,Rod Stewart,male
Rod Stewart,25,http://www.billboard.com/charts/hot-100/1993-10-02,10/2/1993,19,Reason To Believe,Reason To BelieveRod Stewart,1,21.0,19,8,"['adult standards', 'mellow gold', 'soft rock']",3rGuoVKM5CwEo7eHyeXYIB,,Every Picture Tells A Story,0.0,250506.0,50.0,0.375,0.507,7.0,-13.372,1.0,0.0414,0.678,0.00139,0.26,0.475,138.216,4.0,10,2,1993,Rod Stewart,male
Rod Stewart,25,http://www.billboard.com/charts/hot-100/1989-07-01,7/1/1989,21,Crazy About Her,Crazy About HerRod Stewart,1,24.0,21,8,"['adult standards', 'mellow gold', 'soft rock']",60tCUGmI1Yhz5gLjXhplXx,https://p.scdn.co/mp3-preview/ab253668235f3d85c2a72f1d04128269db8682d7?cid=b8d3901151d34489a160e3cf0ab1fa94,Out of Order,0.0,299093.0,28.0,0.74,0.628,7.0,-14.553,0.0,0.0401,0.0507,7.63e-05,0.297,0.755,107.873,4.0,7,1,1989,Rod Stewart,male
Rod Stewart,25,http://www.billboard.com/charts/hot-100/1979-06-09,6/9/1979,22,Ain't Love A Bitch,Ain't Love A BitchRod Stewart,1,23.0,22,8,"['adult standards', 'mellow gold', 'soft rock']",12myqPkW3bmux5bPISk9GC,https://p.scdn.co/mp3-preview/6569c265470d270c539461ce4cbebb1b14e913d3?cid=b8d3901151d34489a160e3cf0ab1fa94,Blondes Have More Fun,0.0,279706.0,28.0,0.614,0.661,9.0,-9.663,0.0,0.0313,0.22,0.000227,0.0915,0.65,124.027,4.0,6,9,1979,Rod Stewart,male
